method_name                                                                                         	  retriever_num input images	  retriever_num retrieved image pairs	  retriever_retriever duration sec	isp_rot3 angular errors deg  	isp_trans angular errors deg  	isp_pose errors deg  	  isp_total correspondence generation duration sec	  isp_total two view estimation duration sec	  vg_num input measurements	  vg_num inlier measurements	  vg_num outlier measurements	vg_inlier R angular errors deg  	vg_inlier U angular errors deg  	ra_rotation angle error deg  	  ra_total duration sec	ta_relative translation angle error deg  	ta_translation angle error deg  	  ta_total duration sec	  ta_outlier rejection duration sec	  ta_optimization duration sec	  da_triangulation runtime sec	  da_gtsfm data creation runtime	  da_total duration sec	  ba_number cameras	  ba_number tracks filtered	ba_3d track lengths filtered  	ba_reprojection errors filtered px  	ba_rotation angle error deg  	ba_relative translation angle error deg  	ba_translation angle error deg  	  ba_pose auc @1 deg	  ba_pose auc @2.5 deg	  ba_pose auc @5 deg	  ba_pose auc @10 deg	  ba_pose auc @20 deg	  ba_step 0 run duration sec	  ba_step 1 run duration sec	  ba_step 2 run duration sec	  ba_total run duration sec	  total_total runtime sec
20240125_175029__courtyard__results__num_matched10__maxframelookahead0__760p__unified_disk          	                          38	                                  177	                          16.799  	0.1 / 7.7                    	0.3 / 11.5                    	0.4 / 12.7           	                                          16.3055 	                                   139.949  	                        152	                         121	                           31	0.1 / 0.3                       	0.3 / 0.7                       	0.2 / 0.2                    	            0.00403285 	0.5 / 0.8                                	0.3 / 0.3                       	               1.03516 	                           0.980202	                   0.00713396 	                     13.3884  	                       2.45313  	              15.8415  	                 16	                       7207	3.0 / 4.0                     	0.5 / 0.6                           	0.1 / 0.1                    	0.3 / 0.4                                	0.1 / 0.1                       	            37.0804 	              40.0953 	            41.1003 	            41.6028  	             41.854  	                  2.61888   	                 4.25353    	                 3.24926    	                10.1218    	                 233.136
20240125_175029__courtyard__results__num_matched10__maxframelookahead0__760p__unified_lightglue     	                          38	                                  177	                          40.5206 	0.2 / 11.4                   	0.7 / 19.0                    	0.8 / 22.2           	                                          17.561  	                                    95.794  	                        160	                         127	                           33	0.2 / 2.6                       	0.5 / 9.7                       	2.6 / 3.1                    	            0.0455034  	0.6 / 1.6                                	18.6 / 18.6                     	               3.16699 	                           3.0721  	                   0.0428405  	                     16.1998  	                       2.28949  	              18.4893  	                 20	                       3481	3.0 / 3.8                     	0.5 / 0.6                           	31.4 / 40.7                  	2.0 / 18.3                               	5.1 / 11.6                      	             0      	               0      	             0      	             0       	              0      	                  8.18789   	                 7.04326    	                 8.46298    	                23.6943    	                 230.814
20240125_175029__courtyard__results__num_matched10__maxframelookahead0__760p__unified_loftr         	                          38	                                  177	                          16.8946 	0.2 / 2.6                    	0.7 / 9.9                     	0.7 / 10.0           	                                          16.082  	                                    23.6897 	                        124	                          97	                           27	0.2 / 0.5                       	0.6 / 1.9                       	0.1 / 0.1                    	            0.00915408 	0.2 / 0.4                                	1.0 / 1.0                       	               1.2472  	                           1.16693 	                   0.0414436  	                     11.0589  	                       2.25626  	              13.3152  	                 13	                       6035	3.0 / 3.9                     	0.4 / 0.5                           	0.3 / 0.5                    	0.1 / 1.1                                	0.3 / 0.6                       	            17.9633 	              26.003  	            30.2503 	            32.2304  	             33.2205 	                  0.955439  	                 0.967584   	                 0.972927   	                 2.89605   	                 103.458
20240125_175029__courtyard__results__num_matched10__maxframelookahead0__760p__unified_sift          	                          38	                                  177	                          19.0535 	0.4 / 1.6                    	1.3 / 3.6                     	1.3 / 3.8            	                                           9.37661	                                    20.0952 	                        122	                         111	                           11	0.4 / 0.7                       	1.3 / 2.8                       	0.3 / 0.3                    	            0.00641274 	0.8 / 1.1                                	0.3 / 0.5                       	               0.723441	                           0.690486	                   0.0163436  	                      4.96277 	                       0.718443 	               5.68121 	                 12	                       2000	4.0 / 4.7                     	0.2 / 0.2                           	0.0 / 0.1                    	0.1 / 0.1                                	0.0 / 0.0                       	            29.8612 	              30.8919 	            31.2354 	            31.4072  	             31.4931 	                  0.33436   	                 0.329968   	                 0.323768   	                 0.988191  	                  82.4971
20240125_175029__courtyard__results__num_matched10__maxframelookahead10__760p__unified_lightglue    	                          38	                                  347	                          10.5739 	0.6 / 22.7                   	1.4 / 27.0                    	1.5 / 34.7           	                                          13.4743 	                                    95.392  	                        238	                         154	                           84	0.2 / 5.2                       	0.7 / 14.5                      	33.6 / 37.0                  	            0.0239654  	1.2 / 11.9                               	20.0 / 20.1                     	               3.42466 	                           3.35641 	                   0.0293913  	                     10.6733  	                       1.86331  	              12.5366  	                 37	                       5292	3.0 / 3.9                     	0.5 / 0.6                           	35.5 / 33.8                  	46.6 / 53.2                              	20.6 / 20.1                     	             0      	               0      	             0      	             0       	              0      	                  7.15319   	                 7.25209    	                 7.13162    	                21.537     	                 187.555
20240125_175029__courtyard__results__num_matched10__maxframelookahead10__760p__unified_sift         	                          38	                                  347	                          10.6197 	0.4 / 2.2                    	1.4 / 4.6                     	1.5 / 4.7            	                                           8.92529	                                    23.5293 	                        144	                         132	                           12	0.4 / 0.8                       	1.3 / 3.1                       	0.5 / 0.7                    	            0.0148835  	1.3 / 2.5                                	0.6 / 1.0                       	               2.0297  	                           1.98749 	                   0.0211282  	                      5.44046 	                       0.865744 	               6.3062  	                 29	                       2257	4.0 / 4.4                     	0.2 / 0.2                           	0.4 / 0.5                    	0.9 / 1.6                                	0.6 / 1.0                       	            29.0928 	              49.2619 	            61.4621 	            68.889   	             72.6024 	                  0.584622  	                 0.58336    	                 0.574964   	                 1.74304   	                  80.2937
20240125_175029__courtyard__results__num_matched10__maxframelookahead10__760p__unified_superglue    	                          38	                                  347	                          10.826  	0.6 / 25.5                   	1.5 / 29.2                    	1.6 / 37.3           	                                          13.4741 	                                    89.4689 	                        242	                         150	                           92	0.2 / 8.9                       	0.7 / 14.4                      	32.8 / 35.4                  	            0.726521   	0.7 / 16.2                               	19.5 / 22.1                     	               3.24699 	                           3.15549 	                   0.0558207  	                     10.1594  	                       1.8202   	              11.9796  	                 24	                       3384	4.0 / 4.1                     	0.5 / 0.6                           	47.2 / 47.2                  	29.6 / 52.8                              	21.9 / 21.7                     	             0      	               0      	             0      	             0       	              0      	                  2.93659   	                 2.94453    	                 2.94185    	                 8.82319   	                 166.824
20240125_175029__courtyard__results__num_matched5__maxframelookahead0__760p__unified_disk           	                          38	                                  127	                          10.8703 	0.1 / 7.7                    	0.3 / 10.7                    	0.3 / 12.4           	                                          32.4983 	                                   112.839  	                        110	                          84	                           26	0.1 / 1.2                       	0.2 / 2.2                       	0.2 / 0.2                    	            0.0146129  	0.3 / 0.5                                	12.6 / 14.4                     	               1.62162 	                           1.53078 	                   0.023874   	                     26.4546  	                       4.83255  	              31.2872  	                 14	                       6794	3.0 / 3.8                     	0.4 / 0.5                           	0.1 / 0.1                    	0.2 / 0.3                                	0.1 / 0.1                       	            33.1253 	              35.3554 	            36.0987 	            36.4704  	             36.6563 	                  1.88441   	                 1.87139    	                 1.83631    	                 5.59222   	                 225.916
20240125_175029__courtyard__results__num_matched5__maxframelookahead0__760p__unified_lightglue      	                          38	                                  127	                          10.9922 	0.2 / 10.6                   	0.6 / 14.7                    	0.6 / 18.2           	                                          24.379  	                                    67.0986 	                        116	                          95	                           21	0.1 / 5.1                       	0.4 / 8.9                       	0.8 / 3.5                    	            9.49159    	0.5 / 7.9                                	10.9 / 13.1                     	               2.21833 	                           2.13004 	                   0.0482392  	                     10.7738  	                       1.92565  	              12.6994  	                 20	                       3459	3.0 / 3.6                     	0.5 / 0.6                           	13.9 / 21.6                  	2.4 / 17.9                               	5.5 / 5.9                       	             0      	               0      	             0      	             0       	             17.2341 	                  4.09008   	                 4.10629    	                 4.11061    	                12.3071    	                 166.969
20240125_175029__courtyard__results__num_matched5__maxframelookahead0__760p__unified_loftr          	                          38	                                  127	                          10.9194 	0.2 / 1.7                    	0.6 / 6.8                     	0.6 / 6.8            	                                          39.7084 	                                    21.3809 	                         95	                          79	                           16	0.1 / 0.5                       	0.6 / 3.3                       	0.1 / 0.2                    	            0.00613308 	0.3 / 0.3                                	0.1 / 0.1                       	               0.813826	                           0.77169 	                   0.00712824 	                     10.2037  	                       2.22239  	              12.4261  	                 17	                       6140	3.0 / 3.8                     	0.4 / 0.5                           	0.1 / 0.1                    	0.2 / 0.3                                	0.1 / 0.1                       	            40.843  	              43.1793 	            43.9581 	            44.3475  	             44.5421 	                  1.06389   	                 1.01734    	                 1.03322    	                 3.11456   	                 117.812
20240125_175029__courtyard__results__num_matched5__maxframelookahead0__760p__unified_sift           	                          38	                                  127	                          15.2417 	0.3 / 1.7                    	1.4 / 3.9                     	1.4 / 4.1            	                                          19.8886 	                                    17.6372 	                         95	                          83	                           12	0.3 / 0.6                       	1.3 / 2.9                       	0.3 / 0.3                    	            0.00452876 	1.0 / 1.2                                	2.6 / 3.1                       	               0.654867	                           0.631101	                   0.00857425 	                      4.89289 	                       0.690511 	               5.5834  	                 11	                       1904	4.0 / 4.7                     	0.1 / 0.2                           	0.0 / 0.1                    	0.1 / 0.1                                	0.0 / 0.0                       	            27.3757 	              28.3187 	            28.633  	            28.7902  	             28.8688 	                  0.334405  	                 0.323203   	                 0.320026   	                 0.977739  	                  86.2342
20240125_175029__courtyard__results__num_matched5__maxframelookahead0__760p__unified_superglue      	                          38	                                  127	                          10.8165 	0.1 / 10.6                   	0.6 / 14.0                    	0.6 / 17.1           	                                          39.8508 	                                    66.6161 	                        114	                          86	                           28	0.1 / 3.6                       	0.4 / 9.8                       	1.2 / 1.4                    	            0.00797677 	0.2 / 25.7                               	23.4 / 21.9                     	               0.990059	                           0.936938	                   0.0253842  	                      9.81733 	                       1.65035  	              11.4677  	                 11	                       3614	4.0 / 5.4                     	0.4 / 0.5                           	0.0 / 0.1                    	0.1 / 0.1                                	0.0 / 0.0                       	            27.5041 	              28.37   	            28.6587 	            28.803   	             28.8752 	                  1.1404    	                 1.13945    	                 1.15553    	                 3.43548   	                 162.177
20240125_175029__courtyard__results__num_matched5__maxframelookahead10__760p__unified_lightglue     	                          38	                                  336	                          10.6315 	0.6 / 22.2                   	1.4 / 26.8                    	1.4 / 34.2           	                                          21.2324 	                                    90.8371 	                        231	                         148	                           83	0.2 / 4.8                       	0.6 / 14.0                      	36.4 / 41.9                  	            0.0190368  	0.6 / 11.6                               	21.3 / 20.8                     	               3.31223 	                           3.24749 	                   0.0278387  	                     11.1501  	                       1.95025  	              13.1004  	                 13	                       2428	3.0 / 3.9                     	0.6 / 0.7                           	4.8 / 8.8                    	0.5 / 17.7                               	3.7 / 4.3                       	             0      	               0      	             2.32658	            15.9173  	             23.7481 	                  7.26142   	                 6.94904    	                 6.90472    	                21.1153    	                 188.861
20240125_175029__courtyard__results__num_matched5__maxframelookahead10__760p__unified_sift          	                          38	                                  336	                          10.7383 	0.4 / 2.3                    	1.5 / 4.7                     	1.5 / 4.8            	                                          17.3318 	                                    23.1414 	                        139	                         127	                           12	0.4 / 0.8                       	1.3 / 3.1                       	0.5 / 0.7                    	            0.0127857  	1.2 / 2.7                                	0.9 / 1.4                       	               1.94312 	                           1.89558 	                   0.0209033  	                      5.15086 	                       0.844709 	               5.99557 	                 16	                        440	3.0 / 3.4                     	0.3 / 0.4                           	0.7 / 1.2                    	0.6 / 3.9                                	0.6 / 1.3                       	            12.1208 	              28.5325 	            34.0031 	            36.7384  	             39.8981 	                  0.0831339 	                 0.0829682  	                 0.0806794  	                 0.246858  	                  84.5983
20240125_175029__courtyard__results__num_matched5__maxframelookahead10__760p__unified_superglue     	                          38	                                  336	                          11.0259 	0.6 / 24.9                   	1.4 / 28.5                    	1.5 / 36.2           	                                          47.4342 	                                    88.1352 	                        233	                         144	                           89	0.2 / 8.0                       	0.7 / 12.4                      	32.5 / 35.6                  	            0.15272    	0.8 / 16.1                               	20.1 / 20.2                     	               3.17412 	                           3.0747  	                   0.0622201  	                     11.621   	                       1.8771   	              13.4981  	                 23	                       3988	4.0 / 4.5                     	0.5 / 0.5                           	47.2 / 45.2                  	39.5 / 60.2                              	21.8 / 21.3                     	             0      	               0      	             0      	             0       	              0      	                  1.79863   	                 1.76169    	                 1.77052    	                 5.33093   	                 198.031
20240125_175029__delivery_area__results__num_matched10__maxframelookahead0__760p__unified_disk      	                          44	                                  142	                          14.1697 	0.1 / 0.3                    	0.1 / 1.9                     	0.1 / 1.9            	                                          17.0688 	                                   118.846  	                        140	                         135	                            5	0.1 / 0.2                       	0.1 / 1.2                       	0.2 / 0.3                    	            0.0405178  	0.2 / 2.9                                	19.0 / 23.3                     	               2.71972 	                           2.55285 	                   0.0675545  	                     27.7585  	                       5.57062  	              33.3291  	                 20	                       9085	4.0 / 4.4                     	0.5 / 0.5                           	0.1 / 0.1                    	0.1 / 0.4                                	0.1 / 0.1                       	            39.7338 	              43.1662 	            44.3104 	            44.8825  	             45.1685 	                  5.40268   	                 5.3806     	                 5.36752    	                16.1509    	                 238.836
20240125_175029__delivery_area__results__num_matched10__maxframelookahead0__760p__unified_lightglue 	                          44	                                  142	                          17.4332 	0.1 / 0.2                    	0.2 / 0.9                     	0.2 / 0.9            	                                          14.0864 	                                    42.6506 	                        141	                         135	                            6	0.1 / 0.2                       	0.2 / 0.4                       	0.1 / 0.1                    	            0.0176089  	0.2 / 0.3                                	19.9 / 27.2                     	               2.76125 	                           2.67392 	                   0.0523295  	                      9.99145 	                       1.71458  	              11.706   	                 19	                       2602	4.0 / 4.6                     	0.5 / 0.6                           	0.1 / 0.1                    	0.1 / 0.2                                	0.1 / 0.1                       	            38.7759 	              41.4195 	            42.3006 	            42.7412  	             42.9615 	                  1.01756   	                 1.02237    	                 1.01066    	                 3.05068   	                 120.797
20240125_175029__delivery_area__results__num_matched10__maxframelookahead0__760p__unified_loftr     	                          44	                                  142	                          15.1689 	0.1 / 0.9                    	0.4 / 2.9                     	0.4 / 3.0            	                                          15.5565 	                                    24.6273 	                        137	                         129	                            8	0.1 / 0.4                       	0.4 / 0.8                       	0.2 / 0.2                    	            0.0233037  	0.3 / 0.6                                	2.2 / 2.3                       	               3.21863 	                           3.05348 	                   0.0201135  	                     14.3107  	                       3.41364  	              17.7243  	                 20	                       4055	3.0 / 3.5                     	0.4 / 0.5                           	0.1 / 0.1                    	0.2 / 0.3                                	0.1 / 0.1                       	            39.9856 	              43.267  	            44.3608 	            44.9077  	             45.1811 	                  0.954739  	                 0.954078   	                 0.953414   	                 2.86234   	                 109.078
20240125_175029__delivery_area__results__num_matched10__maxframelookahead0__760p__unified_sift      	                          44	                                  142	                          14.0999 	0.2 / 1.0                    	0.5 / 4.2                     	0.5 / 4.3            	                                           8.50486	                                    14.313  	                        135	                         124	                           11	0.2 / 0.5                       	0.4 / 1.2                       	1.0 / 0.9                    	            0.0182333  	0.4 / 1.8                                	4.9 / 7.8                       	               2.89738 	                           2.84338 	                   0.0281684  	                      5.15999 	                       0.567382 	               5.72737 	                 20	                        838	4.0 / 4.3                     	0.3 / 0.3                           	0.1 / 0.1                    	0.2 / 0.4                                	0.2 / 0.2                       	            37.786  	              42.3871 	            43.9208 	            44.6877  	             45.0711 	                  0.143431  	                 0.146771   	                 0.140959   	                 0.431249  	                  73.2207
20240125_175029__delivery_area__results__num_matched10__maxframelookahead0__760p__unified_superglue 	                          44	                                  142	                          15.7315 	0.1 / 0.3                    	0.2 / 0.9                     	0.2 / 0.9            	                                          15.2729 	                                    41.5372 	                        138	                         132	                            6	0.1 / 0.2                       	0.2 / 0.5                       	0.2 / 0.2                    	            0.0160191  	0.2 / 0.4                                	17.7 / 26.6                     	               2.72858 	                           2.65658 	                   0.020005   	                      9.60344 	                       1.67951  	              11.2829  	                 19	                       2374	4.0 / 4.5                     	0.5 / 0.7                           	0.1 / 0.1                    	0.2 / 0.4                                	0.1 / 0.1                       	            37.0293 	              40.7208 	            41.9513 	            42.5666  	             42.8742 	                  0.960269  	                 0.948982   	                 0.963418   	                 2.87276   	                 118.477
20240125_175029__delivery_area__results__num_matched10__maxframelookahead10__760p__unified_disk     	                          44	                                  415	                          11.5644 	0.1 / 1.7                    	0.2 / 5.6                     	0.2 / 5.8            	                                          14.5703 	                                   134.467  	                        196	                         176	                           20	0.1 / 0.4                       	0.2 / 2.1                       	0.3 / 0.3                    	            0.0192802  	0.2 / 0.8                                	18.4 / 26.6                     	               3.35724 	                           3.04873 	                   0.110557   	                     27.9629  	                       5.71048  	              33.6734  	                 22	                      10098	4.0 / 4.5                     	0.5 / 0.5                           	0.1 / 0.1                    	0.2 / 0.3                                	0.1 / 0.1                       	            45.5686 	              48.2275 	            49.1137 	            49.5569  	             49.7784 	                  3.99334   	                 3.83963    	                 3.91553    	                11.7486    	                 246.962
20240125_175029__delivery_area__results__num_matched10__maxframelookahead10__760p__unified_lightglue	                          44	                                  415	                          11.4495 	0.1 / 0.9                    	0.3 / 1.8                     	0.3 / 1.9            	                                          11.978  	                                    50.5846 	                        202	                         190	                           12	0.1 / 0.4                       	0.3 / 0.9                       	0.2 / 0.3                    	            0.0203302  	0.3 / 0.6                                	2.2 / 2.1                       	               3.58677 	                           3.49664 	                   0.0490022  	                     10.2063  	                       1.79404  	              12.0003  	                 30	                       4540	4.0 / 4.3                     	0.5 / 0.6                           	0.0 / 0.1                    	0.1 / 0.2                                	0.1 / 0.1                       	            61.6721 	              65.5779 	            66.8799 	            67.5308  	             67.8563 	                  1.61413   	                 1.55925    	                 1.53659    	                 4.71008   	                 125.117
20240125_175029__delivery_area__results__num_matched10__maxframelookahead10__760p__unified_loftr    	                          44	                                  415	                          11.262  	0.2 / 1.4                    	0.6 / 4.4                     	0.6 / 4.5            	                                          12.523  	                                    26.8597 	                        168	                         156	                           12	0.2 / 0.6                       	0.5 / 1.4                       	0.1 / 0.2                    	            0.0257657  	0.4 / 1.5                                	0.6 / 0.8                       	               3.67541 	                           3.5458  	                   0.0600088  	                     14.2942  	                       3.29623  	              17.5905  	                 25	                       4428	3.0 / 3.5                     	0.4 / 0.5                           	0.2 / 0.2                    	0.2 / 0.3                                	0.1 / 0.1                       	            45.5589 	              52.3144 	            54.5663 	            55.6922  	             56.2552 	                  0.655406  	                 0.661853   	                 0.658563   	                 1.97595   	                 104.417
20240125_175029__delivery_area__results__num_matched10__maxframelookahead10__760p__unified_sift     	                          44	                                  415	                          11.5183 	0.3 / 1.4                    	0.5 / 7.6                     	0.6 / 7.7            	                                           8.70803	                                    16.4379 	                        159	                         145	                           14	0.2 / 0.6                       	0.5 / 2.9                       	0.3 / 0.3                    	            2.75657    	0.6 / 4.9                                	2.2 / 2.1                       	               3.37672 	                           3.29122 	                   0.0603132  	                      4.99009 	                       0.601732 	               5.59182 	                 22	                        862	4.0 / 4.3                     	0.3 / 0.3                           	0.1 / 0.1                    	0.3 / 0.4                                	0.2 / 0.2                       	            39.7458 	              45.8983 	            47.9492 	            48.9746  	             49.4873 	                  0.164001  	                 0.160002   	                 0.15536    	                 0.479451  	                  75.9082
20240125_175029__delivery_area__results__num_matched10__maxframelookahead10__760p__unified_superglue	                          44	                                  415	                          11.4772 	0.1 / 1.7                    	0.3 / 2.5                     	0.3 / 2.8            	                                          12.0092 	                                    49.3996 	                        203	                         188	                           15	0.1 / 0.6                       	0.3 / 1.0                       	0.2 / 0.2                    	            0.019953   	0.3 / 1.7                                	3.3 / 4.2                       	               3.44576 	                           3.35472 	                   0.0491107  	                     10.6878  	                       1.69552  	              12.3833  	                 40	                       5597	4.0 / 4.2                     	0.5 / 0.6                           	0.6 / 0.9                    	0.8 / 7.5                                	4.5 / 4.9                       	             8.151  	              20.944  	            31.5132 	            52.5546  	             69.3422 	                  2.54126   	                 2.52007    	                 2.47985    	                 7.54128   	                 128.411
20240125_175029__delivery_area__results__num_matched5__maxframelookahead0__760p__unified_disk       	                          44	                                  126	                          11.4064 	0.1 / 0.2                    	0.1 / 1.0                     	0.1 / 1.0            	                                          33.4697 	                                   111.29   	                        124	                         116	                            8	0.1 / 0.1                       	0.1 / 0.2                       	0.1 / 0.1                    	            0.0141854  	0.1 / 0.2                                	16.4 / 26.0                     	               2.54869 	                           2.42895 	                   0.0175231  	                     28.9412  	                       5.75805  	              34.6993  	                 20	                      10567	4.0 / 4.4                     	0.4 / 0.5                           	0.1 / 0.1                    	0.1 / 0.3                                	0.1 / 0.1                       	            41.1476 	              43.7318 	            44.5932 	            45.0239  	             45.2392 	                  3.8245    	                 3.83348    	                 3.8621     	                11.5202    	                 242.689
20240125_175029__delivery_area__results__num_matched5__maxframelookahead0__760p__unified_lightglue  	                          44	                                  126	                          11.5751 	0.1 / 0.1                    	0.2 / 0.3                     	0.2 / 0.3            	                                          19.9438 	                                    39.7862 	                        125	                         119	                            6	0.1 / 0.1                       	0.2 / 0.3                       	0.1 / 0.1                    	            0.0173845  	0.2 / 0.3                                	17.9 / 26.5                     	               2.66611 	                           2.51951 	                   0.109374   	                     10.2112  	                       1.73016  	              11.9413  	                 19	                       2573	4.0 / 4.6                     	0.5 / 0.6                           	0.0 / 0.0                    	0.1 / 0.3                                	0.1 / 0.1                       	            37.5645 	              40.9349 	            42.0584 	            42.6201  	             42.901  	                  0.94353   	                 0.943461   	                 0.940909   	                 2.82799   	                 117.395
20240125_175029__delivery_area__results__num_matched5__maxframelookahead0__760p__unified_loftr      	                          44	                                  126	                          11.6587 	0.1 / 0.9                    	0.4 / 2.0                     	0.4 / 2.1            	                                          40.6813 	                                    24.1191 	                        124	                         117	                            7	0.1 / 0.5                       	0.4 / 0.9                       	0.2 / 0.2                    	            2.09707    	0.3 / 0.6                                	2.2 / 2.1                       	               2.52103 	                           2.35245 	                   0.0205679  	                     14.6216  	                       3.4593   	              18.0809  	                 20	                       3930	3.0 / 3.5                     	0.4 / 0.5                           	0.1 / 0.1                    	0.2 / 0.3                                	0.2 / 0.2                       	            35.6217 	              41.5214 	            43.488  	            44.4713  	             44.9629 	                  0.730875  	                 0.714646   	                 0.702811   	                 2.14843   	                 131.304
20240125_175029__delivery_area__results__num_matched5__maxframelookahead0__760p__unified_sift       	                          44	                                  126	                          15.8866 	0.2 / 0.9                    	0.5 / 3.3                     	0.5 / 3.4            	                                          13.7481 	                                    13.5186 	                        120	                         108	                           12	0.2 / 0.4                       	0.4 / 1.1                       	1.0 / 0.9                    	            0.0172884  	0.4 / 0.7                                	4.5 / 6.6                       	               2.46261 	                           2.38427 	                   0.0609908  	                      4.98217 	                       0.563419 	               5.54559 	                 20	                        824	3.0 / 4.2                     	0.3 / 0.3                           	0.1 / 0.1                    	0.3 / 0.4                                	0.2 / 0.2                       	            35.211  	              41.3571 	            43.4058 	            44.4302  	             44.9424 	                  0.137997  	                 0.138438   	                 0.138691   	                 0.415214  	                  78.1035
20240125_175029__delivery_area__results__num_matched5__maxframelookahead10__760p__unified_disk      	                          44	                                  407	                          11.506  	0.1 / 1.8                    	0.2 / 5.8                     	0.3 / 6.0            	                                          27.1651 	                                   132.477  	                        188	                         167	                           21	0.1 / 0.4                       	0.2 / 2.2                       	0.3 / 0.3                    	            0.0185564  	0.3 / 2.1                                	16.4 / 17.7                     	               3.14682 	                           2.90981 	                   0.0356245  	                     28.7264  	                       5.63685  	              34.3632  	                 22	                       9529	4.0 / 4.3                     	0.4 / 0.5                           	0.1 / 0.2                    	0.2 / 0.9                                	0.5 / 0.7                       	            25.068  	              37.2305 	            43.6686 	            46.8343  	             48.4172 	                  3.24244   	                 3.22538    	                 3.26865    	                 9.73658   	                 255.468
20240125_175029__delivery_area__results__num_matched5__maxframelookahead10__760p__unified_lightglue 	                          44	                                  407	                          11.406  	0.1 / 0.9                    	0.3 / 1.5                     	0.3 / 1.6            	                                          18.3774 	                                    50.0231 	                        194	                         183	                           11	0.1 / 0.4                       	0.3 / 0.9                       	0.2 / 0.3                    	            0.0202217  	0.3 / 0.6                                	2.5 / 2.4                       	               3.62895 	                           3.54347 	                   0.0284543  	                     10.7268  	                       1.77786  	              12.5046  	                 30	                       4510	4.0 / 4.3                     	0.5 / 0.6                           	0.1 / 0.1                    	0.2 / 0.3                                	0.2 / 0.2                       	            53.8864 	              62.4637 	            65.3227 	            66.7523  	             67.4671 	                  1.80411   	                 1.78664    	                 1.78574    	                 5.37659   	                 132.341
20240125_175029__delivery_area__results__num_matched5__maxframelookahead10__760p__unified_loftr     	                          44	                                  407	                          11.6459 	0.2 / 1.6                    	0.5 / 4.9                     	0.6 / 5.0            	                                          66.2564 	                                    26.4692 	                        157	                         143	                           14	0.2 / 0.6                       	0.4 / 1.2                       	0.1 / 0.1                    	            0.0197814  	0.3 / 0.7                                	1.1 / 1.2                       	               3.05142 	                           2.96193 	                   0.0309777  	                     13.5705  	                       3.30816  	              16.8786  	                 22	                       4329	3.0 / 3.5                     	0.4 / 0.5                           	0.1 / 0.2                    	0.3 / 0.4                                	0.1 / 0.1                       	            40.6513 	              46.2605 	            48.1303 	            49.0651  	             49.5326 	                  0.723661  	                 0.725851   	                 0.706924   	                 2.15655   	                 156.773
20240125_175029__delivery_area__results__num_matched5__maxframelookahead10__760p__unified_sift      	                          44	                                  407	                          11.8566 	0.3 / 1.4                    	0.5 / 7.9                     	0.6 / 8.0            	                                          10.7029 	                                    16.3112 	                        151	                         136	                           15	0.2 / 0.6                       	0.5 / 3.0                       	0.7 / 0.7                    	            0.0189552  	0.5 / 1.4                                	6.1 / 8.8                       	               3.45266 	                           3.38421 	                   0.0443728  	                      4.46781 	                       0.606745 	               5.07456 	                 40	                       1796	3.0 / 4.0                     	0.2 / 0.3                           	0.2 / 0.2                    	2.2 / 10.5                               	5.7 / 8.6                       	             0      	               0      	             9.03171	            36.5373  	             58.8247 	                  0.388961  	                 0.391936   	                 0.386469   	                 1.16748   	                  76.6941
20240125_175029__delivery_area__results__num_matched5__maxframelookahead10__760p__unified_superglue 	                          44	                                  407	                          11.6159 	0.1 / 1.7                    	0.3 / 2.3                     	0.3 / 2.6            	                                          33.439  	                                    48.1646 	                        195	                         181	                           14	0.1 / 0.6                       	0.3 / 1.0                       	0.2 / 0.2                    	            0.0201554  	0.3 / 1.9                                	1.8 / 1.8                       	               3.45039 	                           3.36744 	                   0.0426874  	                     11.4007  	                       1.74348  	              13.1442  	                 40	                       5644	4.0 / 4.2                     	0.5 / 0.6                           	0.6 / 0.9                    	1.1 / 3.7                                	2.3 / 2.4                       	             9.47212	              25.8853 	            50.6339 	            70.1641  	             80.5366 	                  2.10883   	                 2.11715    	                 2.12013    	                 6.34621   	                 148.341
