CameraMaker,CameraModel,SensorDescription,SensorWidth(mm),SensorHeight(mm),SensorWidth(pixels),SensorHeight(pixels)
Samsung,NV7 OPS,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Samsung,NV8,"1/1.76"" (~ 7.27 x 5.46 mm)",7.27,5.46,3282,2468
Samsung,NV9,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3683,2769
Samsung,NX mini,13.2 x 8.8 mm,13.2,8.8,5546,3697
Samsung,NX1,23.5 x 15.7 mm,23.5,15.7,6504,4336
Samsung,NX10,23.4 x 15.6 mm,23.4,15.6,4680,3120
Samsung,NX100,23.4 x 15.6 mm,23.4,15.6,4680,3120
Samsung,NX1000,23.5 x 15.7 mm,23.5,15.7,5519,3679
Samsung,NX11,23.4 x 15.6 mm,23.4,15.6,4680,3120
Samsung,NX1100,23.5 x 15.7 mm,23.5,15.7,5519,3679
Samsung,NX20,23.5 x 15.7 mm,23.5,15.7,5519,3679
Samsung,NX200,23.5 x 15.7 mm,23.5,15.7,5519,3679
Samsung,NX2000,23.5 x 15.7 mm,23.5,15.7,5519,3679
Samsung,NX210,23.5 x 15.7 mm,23.5,15.7,5519,3679
Samsung,NX30,23.5 x 15.7 mm,23.5,15.7,5519,3679
Samsung,NX300,23.5 x 15.7 mm,23.5,15.7,5519,3679
Samsung,NX3000,23.5 x 15.7 mm,23.5,15.7,5519,3679
Samsung,NX5,23.4 x 15.6 mm,23.4,15.6,4680,3120
Samsung,PL10,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3459,2601
Samsung,PL100,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,PL120,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4346,3268
Samsung,PL150,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,PL160,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4627,3479
Samsung,PL170,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4627,3479
Samsung,PL20,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4346,3268
Samsung,PL200,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4346,3268
Samsung,PL210,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Samsung,PL50,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3683,2769
Samsung,PL51,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3701,2783
Samsung,PL55,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,PL60,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3683,2769
Samsung,PL65,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3995,3004
Samsung,PL70,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,PL80,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4060,3053
Samsung,PL90,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,Pro815,"2/3"" (~ 8.8 x 6.6 mm)",8.8,6.6,3262,2453
Samsung,S1030,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3647,2742
Samsung,S1050,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3647,2742
Samsung,S1060,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3683,2769
Samsung,S1070,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3683,2769
Samsung,S630,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Samsung,S730,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Samsung,S750,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3095,2327
Samsung,S760,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3095,2327
Samsung,S830,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3262,2453
Samsung,S85,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3302,2483
Samsung,S850,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,3262,2453
Samsung,S860,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3282,2468
Samsung,SDC-MS61,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Samsung,SH100,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4315,3244
Samsung,SL102,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3683,2769
Samsung,SL201,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3683,2769
Samsung,SL202,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3683,2769
Samsung,SL30,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3683,2769
Samsung,SL310W,"1/1.72"" (~ 7.44 x 5.58 mm)",7.44,5.58,4253,3198
Samsung,SL50,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3683,2769
Samsung,SL502,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,SL600,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,SL605,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3995,3004
Samsung,SL620,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,SL630,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4060,3053
Samsung,SL720,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,SL820,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,ST10,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3479,2616
Samsung,ST100,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4346,3268
Samsung,ST1000,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Samsung,ST150F,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4642,3490
Samsung,ST200F,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Samsung,ST30,"1/3"" (~ 4.8 x 3.6 mm)",4.8,3.6,3665,2756
Samsung,ST45,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,ST50,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,ST500,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Samsung,ST5000,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4346,3268
Samsung,ST550,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,ST5500,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4346,3268
Samsung,ST60,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4060,3053
Samsung,ST600,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4346,3268
Samsung,ST65,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4346,3268
Samsung,ST6500,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4627,3479
Samsung,ST66,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Samsung,ST70,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4376,3290
Samsung,ST700,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4612,3468
Samsung,ST72,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4642,3490
Samsung,ST76,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Samsung,ST77,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Samsung,ST80,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4346,3268
Samsung,ST88,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Samsung,ST90,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4330,3256
Samsung,ST93,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Samsung,ST95,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Samsung,ST96,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4406,3313
Samsung,TL100,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,TL105,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4060,3053
Samsung,TL110,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4376,3290
Samsung,TL205,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,TL210,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,TL220,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,TL225,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,TL240,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4346,3268
Samsung,TL320,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Samsung,TL34HD,"1/1.72"" (~ 7.44 x 5.58 mm)",7.44,5.58,4422,3325
Samsung,TL350,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3647,2742
Samsung,TL500,"1/1.7"" (~ 7.53 x 5.64 mm)",7.53,5.64,3661,2732
Samsung,TL9,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3683,2769
Samsung,WB100,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4642,3490
Samsung,WB1000,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3995,3004
Samsung,WB110,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,5183,3897
Samsung,WB1100F,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4642,3490
Samsung,WB150F,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4346,3268
Samsung,WB2000,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3647,2742
Samsung,WB200F,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4346,3268
Samsung,WB210,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Samsung,WB2100,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4667,3509
Samsung,WB2200F,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4671,3512
Samsung,WB250F,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4346,3268
Samsung,WB30F,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4642,3490
Samsung,WB350F,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4656,3501
Samsung,WB35F,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4642,3490
Samsung,WB500,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3701,2783
Samsung,WB5000,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4078,3066
Samsung,WB50F,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4642,3490
Samsung,WB510,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3701,2783
Samsung,WB550,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4060,3053
Samsung,WB5500,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4284,3221
Samsung,WB560,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4060,3053
Samsung,WB600,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Samsung,WB650,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Samsung,WB660,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4029,3029
Samsung,WB690,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3995,3004
Samsung,WB700,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4315,3244
Samsung,WB750,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4078,3066
Samsung,WB800F,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4656,3501
Samsung,WB850F,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4642,3490
Samsung,WP10,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4029,3029
Sanyo,DSC S1,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2063,1551
Sanyo,DSC S3,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2063,1551
Sanyo,DSC S4,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
Sanyo,DSC S5,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2671,2008
Sanyo,VPC A5,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Sanyo,VPC AZ1,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2343,1762
Sanyo,VPC AZ3 EX,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2306,1734
Sanyo,VPC E1090,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Sanyo,VPC E1403,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Sanyo,VPC E1500TP,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4315,3244
Sanyo,VPC E890,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3282,2468
Sanyo,VPC HD1 EX,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2599,1954
Sanyo,VPC J1 EX,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2063,1551
Sanyo,VPC J2 EX,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2063,1551
Sanyo,VPC J4 EX,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2306,1734
Sanyo,VPC MZ1,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,1676,1260
Sanyo,VPC MZ2,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,1631,1226
Sanyo,VPC S1085,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3647,2742
Sanyo,VPC S122,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Sanyo,VPC S1275,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4011,3016
Sanyo,VPC S1414,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4315,3244
Sanyo,VPC S885,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3282,2468
Sanyo,VPC T1495,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,4315,3244
Sanyo,VPC X1200,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Sanyo,VPC X1220,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Sanyo,VPC X1420,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4315,3244
Sanyo,Xacti C1,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2063,1551
Sanyo,Xacti C4,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2306,1734
Sanyo,Xacti C40,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2306,1734
Sanyo,Xacti C5,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2645,1989
Sanyo,Xacti C6,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Sanyo,Xacti DMX-CA65,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2910,2188
Sanyo,Xacti DMX-CA8,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3286,2471
Sanyo,Xacti DMX-CG65,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2910,2188
Sanyo,Xacti DMX-CG9,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3483,2619
Sanyo,Xacti DMX-HD700,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3133,2356
Sanyo,Xacti DMX-HD800,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Sanyo,Xacti E6,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2910,2188
Sanyo,Xacti E60,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2910,2188
Sanyo,Xacti S50,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2625,1974
Sanyo,Xacti S6,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2910,2188
Sanyo,Xacti S60,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2867,2156
Sanyo,Xacti S70,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Sanyo,Xacti VPC S1 EX,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2063,1551
Sanyo,Xacti VPC S3 EX,"1/2.7"" (~ 5.33 x 4 mm)",5.33,4,2063,1551
Sanyo,Xacti VPC S4 EX,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2306,1734
Sanyo,Xacti VPC-503,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Sanyo,Xacti VPC-603,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Sanyo,Xacti VPC-CA6,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Sanyo,Xacti VPC-CA9,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3463,2604
Sanyo,Xacti VPC-CG10,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3765,2831
Sanyo,Xacti VPC-CG6,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2910,2188
Sanyo,Xacti VPC-E10,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3647,2742
Sanyo,Xacti VPC-E1075,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3647,2742
Sanyo,Xacti VPC-E7,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Sanyo,Xacti VPC-E760,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Sanyo,Xacti VPC-E860,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3282,2468
Sanyo,Xacti VPC-E870,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Sanyo,Xacti VPC-E875,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3282,2468
Sanyo,Xacti VPC-HD1A,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2671,2008
Sanyo,Xacti VPC-HD2,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3133,2356
Sanyo,Xacti VPC-HD2000,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3282,2468
Sanyo,Xacti VPC-S1070,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3647,2742
Sanyo,Xacti VPC-S500,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2579,1939
Sanyo,Xacti VPC-S600,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Sanyo,Xacti VPC-S650,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Sanyo,Xacti VPC-S670,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Sanyo,Xacti VPC-S7,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Sanyo,Xacti VPC-S750,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3051,2294
Sanyo,Xacti VPC-S760,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Sanyo,Xacti VPC-S770,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3072,2310
Sanyo,Xacti VPC-S870,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3282,2468
Sanyo,Xacti VPC-S880,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3282,2468
Sanyo,Xacti VPC-T1060,"1/2.33"" (~ 6.08 x 4.56 mm)",6.08,4.56,3647,2742
Sanyo,Xacti VPC-T700,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3051,2294
Sanyo,Xacti VPC-T850,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3282,2468
Sanyo,Xacti VPC-W800,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Sanyo,Xacti VPC-X1200,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3995,3004
Sigma,DP1,20.7 x 13.8 mm,20.7,13.8,2655,1770
Sigma,DP1 Merrill,24 x 16 mm,24,16,4806,3204
Sigma,DP1s,20.7 x 13.8 mm,20.7,13.8,2655,1770
Sigma,DP1x,20.7 x 13.8 mm,20.7,13.8,2655,1770
Sigma,DP2,20.7 x 13.8 mm,20.7,13.8,2655,1770
Sigma,DP2 Merrill,24 x 16 mm,24,16,4806,3204
Sigma,DP2s,20.7 x 13.8 mm,20.7,13.8,2655,1770
Sigma,DP2x,20.7 x 13.8 mm,20.7,13.8,2655,1770
Sigma,DP3 Merrill,24 x 16 mm,24,16,4806,3204
Sigma,SD1,24 x 16 mm,24,16,4806,3204
Sigma,SD1 Merrill,24 x 16 mm,24,16,4806,3204
Sigma,SD10,20.7 x 13.8 mm,20.7,13.8,2259,1506
Sigma,SD14,20.7 x 13.8 mm,20.7,13.8,2655,1770
Sigma,SD15,20.7 x 13.8 mm,20.7,13.8,2655,1770
Sigma,SD9,20.7 x 13.8 mm,20.7,13.8,2259,1506
Sony,A77 II,23.5 x 15.6 mm,23.5,15.6,6058,4012
Sony,Alpha 7,35.8 x 23.9 mm,35.8,23.9,6038,4025
Sony,Alpha 7R,35.9 x 24 mm,35.9,24,7389,4926
Sony,Alpha 7S,35.6 x 23.8 mm,35.6,23.8,4278,2852
Sony,Alpha a3000,23.5 x 15.6 mm,23.5,15.6,5508,3648
Sony,Alpha a5000,23.5 x 15.6 mm,23.5,15.6,5508,3648
Sony,Alpha a5100,23.5 x 15.6 mm,23.5,15.6,6058,4012
Sony,Alpha a6000,23.5 x 15.6 mm,23.5,15.6,6058,4012
Sony,Alpha DSLR-A100,23.6 x 15.8 mm,23.6,15.8,3861,2591
Sony,Alpha DSLR-A200,23.6 x 15.8 mm,23.6,15.8,3898,2616
Sony,Alpha DSLR-A230,23.5 x 15.7 mm,23.5,15.7,3912,2608
Sony,Alpha DSLR-A290,23.5 x 15.7 mm,23.5,15.7,4616,3077
Sony,Alpha DSLR-A300,23.6 x 15.8 mm,23.6,15.8,3898,2616
Sony,Alpha DSLR-A330,23.5 x 15.7 mm,23.5,15.7,3912,2608
Sony,Alpha DSLR-A350,23.6 x 15.8 mm,23.6,15.8,4600,3087
Sony,Alpha DSLR-A380,23.6 x 15.8 mm,23.6,15.8,4600,3087
Sony,Alpha DSLR-A390,23.5 x 15.7 mm,23.5,15.7,4616,3077
Sony,Alpha DSLR-A450,23.4 x 15.6 mm,23.4,15.6,4616,3077
Sony,Alpha DSLR-A500,23.5 x 15.6 mm,23.5,15.6,4310,2854
Sony,Alpha DSLR-A550,23.4 x 15.6 mm,23.4,15.6,4616,3077
Sony,Alpha DSLR-A560,23.5 x 15.6 mm,23.5,15.6,4631,3067
Sony,Alpha DSLR-A580,23.5 x 15.6 mm,23.5,15.6,4945,3275
Sony,Alpha DSLR-A700,23.5 x 15.6 mm,23.5,15.6,4291,2842
Sony,Alpha DSLR-A850,35.9 x 24 mm,35.9,24,6075,4050
Sony,Alpha DSLR-A900,35.9 x 24 mm,35.9,24,6075,4050
Sony,Alpha NEX-3,23.4 x 15.6 mm,23.4,15.6,4616,3077
Sony,Alpha NEX-3N,23.5 x 15.6 mm,23.5,15.6,4930,3265
Sony,Alpha NEX-5,23.4 x 15.6 mm,23.4,15.6,4616,3077
Sony,Alpha NEX-5N,23.4 x 15.6 mm,23.4,15.6,4914,3276
Sony,Alpha NEX-5R,23.4 x 15.6 mm,23.4,15.6,4914,3276
Sony,Alpha NEX-5T,23.4 x 15.6 mm,23.4,15.6,4914,3276
Sony,Alpha NEX-6,23.5 x 15.6 mm,23.5,15.6,4930,3265
Sony,Alpha NEX-7,23.5 x 15.6 mm,23.5,15.6,6058,4012
Sony,Alpha NEX-C3,23.4 x 15.6 mm,23.4,15.6,4929,3286
Sony,Alpha NEX-F3,23.4 x 15.6 mm,23.4,15.6,4914,3276
Sony,Cyber-shot DSC-RX1,35.8 x 23.9 mm,35.8,23.9,6038,4025
Sony,Cybershot DSC D700,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1365,1026
Sony,Cybershot DSC D770,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1365,1026
Sony,Cybershot DSC F505,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1589,1195
Sony,Cybershot DSC F505v,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2108,1585
Sony,Cybershot DSC F55,"1/2"" (~ 6.4 x 4.8 mm)",6.4,4.8,1589,1195
Sony,Cybershot DSC F55v,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2108,1585
Sony,Cybershot DSC F707,"2/3"" (~ 8.8 x 6.6 mm)",8.8,6.6,2640,1985
Sony,Cybershot DSC F717,"2/3"" (~ 8.8 x 6.6 mm)",8.8,6.6,2640,1985
Sony,Cybershot DSC F77,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2335,1756
Sony,Cybershot DSC F828,"2/3"" (~ 8.8 x 6.6 mm)",8.8,6.6,3262,2453
Sony,Cybershot DSC F88,"1/2.4"" (~ 5.90 x 4.43 mm)",5.9,4.43,2604,1958
Sony,Cybershot DSC FX77,"1/1.8"" (~ 7.11 x 5.33 mm)",7.11,5.33,2335,1756
Sony,Cybershot DSC G1,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Sony,Cybershot DSC G3,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,3665,2756
Sony,Cybershot DSC H1,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2643,1987
Sony,Cybershot DSC H10,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3322,2498
Sony,Cybershot DSC H100,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4627,3479
Sony,Cybershot DSC H2,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,2825,2124
Sony,Cybershot DSC H20,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,4060,3053
Sony,Cybershot DSC H200,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,5171,3888
Sony,Cybershot DSC H3,"1/2.5"" (~ 5.75 x 4.32 mm)",5.75,4.32,3262,2453
Sony,Cybershot DSC H300,"1/2.3"" (~ 6.16 x 4.62 mm)",6.16,4.62,5171,3888
